FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,IP Radio Bursts
FLARE0347,,,GOES,2024-08-23 20:08:00,,2024-08-23 20:12:00,,2024-08-23 20:18:00,,2024-08-23 20:08:00,,2024-08-23 20:12:00,,2024-08-23 20:18:00,,2024-08-23 19:59:40,,2024-08-23 20:03:40,,2024-08-23 20:09:40,,M5.1,,-22.0,-25.0,,,1.0,,13800.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png
FLARE0348,,,STIX,,2024-08-23 22:31:43,,2024-08-23 22:39:07,,2024-08-24 00:09:35,,2024-08-23 22:34:08,,2024-08-23 22:41:32,,2024-08-24 00:12:00,,2024-08-23 22:25:48,,2024-08-23 22:33:12,,2024-08-24 00:03:40,,M5,,,159.0,-21.0,,0.71,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png
FLARE0349,,,STIX,,2024-08-24 17:40:27,,2024-08-24 17:57:07,,2024-08-24 18:14:23,,2024-08-24 17:42:56,,2024-08-24 17:59:36,,2024-08-24 18:16:52,,2024-08-24 17:34:36,,2024-08-24 17:51:16,,2024-08-24 18:08:32,,M5,,,-161.0,-6.0,,0.702,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240824.png
FLARE0350,CME0212,,GOES,2024-09-01 11:41:00,,2024-09-01 13:22:00,,2024-09-01 14:36:00,,2024-09-01 11:41:00,,2024-09-01 13:22:00,,2024-09-01 14:36:00,,2024-09-01 11:32:40,,2024-09-01 13:13:40,,2024-09-01 14:27:40,,M5.5,,-86.0,-21.0,,,1.0,,13813.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240901.png
FLARE0351,CME0213,,STIX,,2024-09-03 07:34:16,,2024-09-03 07:55:36,,2024-09-03 09:02:12,,2024-09-03 07:37:38,,2024-09-03 07:58:58,,2024-09-03 09:05:34,,2024-09-03 07:29:18,,2024-09-03 07:50:38,,2024-09-03 08:57:14,,X3,,,154.0,-15.0,,0.597,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240903.png
FLARE0352,,,STIX,,2024-09-05 03:55:56,,2024-09-05 04:07:56,,2024-09-05 05:14:40,,2024-09-05 03:59:29,,2024-09-05 04:11:29,,2024-09-05 05:18:13,,2024-09-05 03:51:09,,2024-09-05 04:03:09,,2024-09-05 05:09:53,,M7,,,-178.0,-16.0,,0.574,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240905.png
FLARE0353,,,STIX,,2024-09-05 06:20:52,,2024-09-05 06:35:16,,2024-09-05 07:45:04,,2024-09-05 06:24:26,,2024-09-05 06:38:50,,2024-09-05 07:48:38,,2024-09-05 06:16:06,,2024-09-05 06:30:30,,2024-09-05 07:40:18,,X2,,,,,,0.573,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240905.png
FLARE0354,CME0215,,STIX,,2024-09-09 04:43:08,,2024-09-09 05:07:44,,2024-09-09 06:12:56,,2024-09-09 04:47:07,,2024-09-09 05:11:43,,2024-09-09 06:16:55,,2024-09-09 04:38:47,,2024-09-09 05:03:23,,2024-09-09 06:08:35,,X4,,,-125.0,-16.0,,0.523,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240909.png
FLARE0355,,,GOES/STIX,2024-09-11 23:49:00,2024-09-11 23:51:48,2024-09-12 00:12:00,2024-09-12 00:07:04,2024-09-12 00:32:00,2024-09-12 01:11:12,2024-09-11 23:49:00,2024-09-11 23:56:05,2024-09-12 00:12:00,2024-09-12 00:11:21,2024-09-12 00:32:00,2024-09-12 01:15:29,2024-09-11 23:40:40,2024-09-11 23:47:45,2024-09-12 00:03:40,2024-09-12 00:03:01,2024-09-12 00:23:40,2024-09-12 01:07:09,M5.0,M2,78.0,-12.0,86.0,-16.0,1.0,0.485,13811.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240911.png
FLARE0356,,,GOES/STIX,2024-09-12 09:31:00,2024-09-12 09:27:36,2024-09-12 09:43:00,2024-09-12 09:37:24,2024-09-12 09:51:00,2024-09-12 10:42:00,2024-09-12 09:31:00,2024-09-12 09:31:56,2024-09-12 09:43:00,2024-09-12 09:41:44,2024-09-12 09:51:00,2024-09-12 10:46:20,2024-09-12 09:22:40,2024-09-12 09:23:36,2024-09-12 09:34:40,2024-09-12 09:33:24,2024-09-12 09:42:40,2024-09-12 10:38:00,X1.3,X1,-87.0,-16.0,-90.0,-17.0,1.0,0.48,13824.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240912.png
FLARE0357,,,GOES/STIX,2024-09-12 14:31:00,2024-09-12 14:17:36,2024-09-12 14:43:00,2024-09-12 14:38:28,2024-09-12 14:47:00,2024-09-12 15:41:20,2024-09-12 14:31:00,2024-09-12 14:21:58,2024-09-12 14:43:00,2024-09-12 14:42:50,2024-09-12 14:47:00,2024-09-12 15:45:42,2024-09-12 14:22:40,2024-09-12 14:13:38,2024-09-12 14:34:40,2024-09-12 14:34:30,2024-09-12 14:38:40,2024-09-12 15:37:22,M6.8,M7,84.0,-15.0,87.0,-15.0,1.0,0.477,13811.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240912.png
FLARE0358,,,STIX,,2024-09-13 06:23:12,,2024-09-13 06:45:36,,2024-09-13 07:45:04,,2024-09-13 06:27:38,,2024-09-13 06:50:02,,2024-09-13 07:49:30,,2024-09-13 06:19:18,,2024-09-13 06:41:42,,2024-09-13 07:41:10,,M7,,,-167.0,-33.0,,0.468,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240913.png
FLARE0359,,,GOES,2024-09-13 06:38:00,,2024-09-13 06:56:00,,2024-09-13 07:34:00,,2024-09-13 06:38:00,,2024-09-13 06:56:00,,2024-09-13 07:34:00,,2024-09-13 06:29:40,,2024-09-13 06:47:40,,2024-09-13 07:25:40,,M5.4,,88.0,-12.0,,,1.0,,13811.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240913.png
FLARE0360,,,GOES,2024-09-13 07:03:00,,2024-09-13 07:08:00,,2024-09-13 07:12:00,,2024-09-13 07:03:00,,2024-09-13 07:08:00,,2024-09-13 07:12:00,,2024-09-13 06:54:40,,2024-09-13 06:59:40,,2024-09-13 07:03:40,,M5.2,,88.0,-12.0,,,1.0,,13811.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240913.png
FLARE0361,CME0216,,GOES,2024-09-14 15:13:00,,2024-09-14 15:29:00,,2024-09-14 15:47:00,,2024-09-14 15:13:00,,2024-09-14 15:29:00,,2024-09-14 15:47:00,,2024-09-14 15:04:40,,2024-09-14 15:20:40,,2024-09-14 15:38:40,,X4.5,,-56.0,-15.0,,,1.0,,13825.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240914.png
FLARE0362,,,GOES/STIX,2024-09-30 23:37:00,2024-09-30 23:35:22,2024-09-30 23:59:00,2024-09-30 23:49:58,2024-10-01 00:23:00,2024-10-01 00:47:10,2024-09-30 23:37:00,2024-09-30 23:41:16,2024-09-30 23:59:00,2024-09-30 23:55:52,2024-10-01 00:23:00,2024-10-01 00:53:04,2024-09-30 23:28:40,2024-09-30 23:32:56,2024-09-30 23:50:40,2024-09-30 23:47:32,2024-10-01 00:14:40,2024-10-01 00:44:44,M7.6,M4,-30.0,-18.0,-21.0,-19.0,1.0,0.293,13842.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240930.png
FLARE0363,,,GOES,2024-10-01 21:58:00,,2024-10-01 22:20:00,,2024-10-01 22:29:00,,2024-10-01 21:58:00,,2024-10-01 22:20:00,,2024-10-01 22:29:00,,2024-10-01 21:49:40,,2024-10-01 22:11:40,,2024-10-01 22:20:40,,X7.1,,-17.0,-16.0,,,1.0,,13842.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241001.png
FLARE0364,,,GOES/STIX,2024-10-03 12:08:00,2024-10-03 12:04:29,2024-10-03 12:18:00,2024-10-03 12:12:37,2024-10-03 12:27:00,2024-10-03 13:15:41,2024-10-03 12:08:00,2024-10-03 12:10:20,2024-10-03 12:18:00,2024-10-03 12:18:28,2024-10-03 12:27:00,2024-10-03 13:21:32,2024-10-03 11:59:40,2024-10-03 12:02:00,2024-10-03 12:09:40,2024-10-03 12:10:08,2024-10-03 12:18:40,2024-10-03 13:13:12,X9.0,X3,3.0,-15.0,5.0,-17.0,1.0,0.299,13842.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241003.png
FLARE0365,,,GOES,2024-10-03 20:09:00,,2024-10-03 20:28:00,,2024-10-03 20:40:00,,2024-10-03 20:09:00,,2024-10-03 20:28:00,,2024-10-03 20:40:00,,2024-10-03 20:00:40,,2024-10-03 20:19:40,,2024-10-03 20:31:40,,M6.7,,47.0,-9.0,,,1.0,,13843.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241003.png
FLARE0366,,,GOES,2024-10-07 19:02:00,,2024-10-07 19:13:00,,2024-10-07 19:31:00,,2024-10-07 19:02:00,,2024-10-07 19:13:00,,2024-10-07 19:31:00,,2024-10-07 18:53:40,,2024-10-07 19:04:40,,2024-10-07 19:22:40,,X2.1,,63.0,-19.0,,,1.0,,13842.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241007.png
FLARE0367,,,GOES,2024-10-07 20:03:00,,2024-10-07 20:59:00,,2024-10-07 21:27:00,,2024-10-07 20:03:00,,2024-10-07 20:59:00,,2024-10-07 21:27:00,,2024-10-07 19:54:40,,2024-10-07 20:50:40,,2024-10-07 21:18:40,,X1.0,,87.0,-16.0,,,1.0,,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241007.png
FLARE0368,CME0221,,GOES/STIX,2024-10-09 01:25:00,2024-10-09 01:19:47,2024-10-09 01:56:00,2024-10-09 01:35:23,2024-10-09 02:43:00,2024-10-09 02:47:23,2024-10-09 01:25:00,2024-10-09 01:25:14,2024-10-09 01:56:00,2024-10-09 01:40:50,2024-10-09 02:43:00,2024-10-09 02:52:50,2024-10-09 01:16:40,2024-10-09 01:16:54,2024-10-09 01:47:40,2024-10-09 01:32:30,2024-10-09 02:34:40,2024-10-09 02:44:30,X1.8,M3,8.0,13.0,14.0,9.0,1.0,0.346,13848.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241009.png
FLARE0369,,,GOES,2024-10-09 15:44:00,,2024-10-09 15:47:00,,2024-10-09 15:53:00,,2024-10-09 15:44:00,,2024-10-09 15:47:00,,2024-10-09 15:53:00,,2024-10-09 15:35:40,,2024-10-09 15:38:40,,2024-10-09 15:44:40,,X1.4,,87.0,-12.0,,,1.0,,13842.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241009.png
FLARE0370,,,GOES,2024-10-09 22:59:00,,2024-10-09 23:12:00,,2024-10-09 23:21:00,,2024-10-09 22:59:00,,2024-10-09 23:12:00,,2024-10-09 23:21:00,,2024-10-09 22:50:40,,2024-10-09 23:03:40,,2024-10-09 23:12:40,,M7.7,,87.0,-17.0,,,1.0,,13842.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241009.png
FLARE0371,,,GOES,2024-10-19 06:48:00,,2024-10-19 06:56:00,,2024-10-19 07:03:00,,2024-10-19 06:48:00,,2024-10-19 06:56:00,,2024-10-19 07:03:00,,2024-10-19 06:39:40,,2024-10-19 06:47:40,,2024-10-19 06:54:40,,M6.5,,82.0,-3.0,,,1.0,,13854.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241019.png
FLARE0372,CME0222,,GOES/STIX,2024-10-24 03:30:00,2024-10-24 03:34:44,2024-10-24 03:57:00,2024-10-24 03:47:20,2024-10-24 04:28:00,2024-10-24 04:58:12,2024-10-24 03:30:00,2024-10-24 03:38:31,2024-10-24 03:57:00,2024-10-24 03:51:07,2024-10-24 04:28:00,2024-10-24 05:01:59,2024-10-24 03:21:40,2024-10-24 03:30:11,2024-10-24 03:48:40,2024-10-24 03:42:47,2024-10-24 04:19:40,2024-10-24 04:53:39,X3.3,X2,-86.0,-5.0,-76.0,-21.0,1.0,0.545,13869.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241024.png
FLARE0373,CME0223,,GOES/STIX,2024-10-26 05:57:00,2024-10-26 05:59:44,2024-10-26 06:23:00,2024-10-26 06:02:44,2024-10-26 06:32:00,2024-10-26 06:04:08,2024-10-26 05:57:00,2024-10-26 06:03:18,2024-10-26 06:23:00,2024-10-26 06:06:18,2024-10-26 06:32:00,2024-10-26 06:07:42,2024-10-26 05:48:40,2024-10-26 05:54:58,2024-10-26 06:14:40,2024-10-26 05:57:58,2024-10-26 06:23:40,2024-10-26 05:59:22,M9.5,M2,-56.0,-11.0,-57.0,-13.0,1.0,0.571,13873.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241026.png
FLARE0374,CME0223,,STIX,,2024-10-26 06:05:48,,2024-10-26 06:15:40,,2024-10-26 06:26:52,,2024-10-26 06:09:22,,2024-10-26 06:19:14,,2024-10-26 06:30:26,,2024-10-26 06:01:02,,2024-10-26 06:10:54,,2024-10-26 06:22:06,,M7,,,-57.0,-13.0,,0.571,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241026.png
FLARE0375,CME0223,,GOES/STIX,2024-10-26 06:32:00,2024-10-26 06:31:00,2024-10-26 07:19:00,2024-10-26 07:01:28,2024-10-26 07:56:00,2024-10-26 08:02:52,2024-10-26 06:32:00,2024-10-26 06:34:34,2024-10-26 07:19:00,2024-10-26 07:05:02,2024-10-26 07:56:00,2024-10-26 08:06:26,2024-10-26 06:23:40,2024-10-26 06:26:14,2024-10-26 07:10:40,2024-10-26 06:56:42,2024-10-26 07:47:40,2024-10-26 07:58:06,X1.8,X1,-62.0,-16.0,-61.0,-17.0,1.0,0.572,13873.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241026.png
FLARE0376,,,GOES,2024-10-30 20:29:00,,2024-10-30 20:53:00,,2024-10-30 21:14:00,,2024-10-30 20:29:00,,2024-10-30 20:53:00,,2024-10-30 21:14:00,,2024-10-30 20:20:40,,2024-10-30 20:44:40,,2024-10-30 21:05:40,,M7.2,,-41.0,16.0,,,1.0,,13878.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241030.png
FLARE0377,,,STIX,,2024-10-30 20:44:10,,2024-10-30 20:46:26,,2024-10-30 20:48:38,,2024-10-30 20:47:16,,2024-10-30 20:49:32,,2024-10-30 20:51:44,,2024-10-30 20:38:56,,2024-10-30 20:41:12,,2024-10-30 20:43:24,,M6,,,-42.0,17.0,,0.626,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241030.png
FLARE0378,,,GOES/STIX,2024-10-31 21:12:00,2024-10-31 21:03:30,2024-10-31 21:20:00,2024-10-31 21:16:22,2024-10-31 21:27:00,2024-10-31 22:20:34,2024-10-31 21:12:00,2024-10-31 21:06:31,2024-10-31 21:20:00,2024-10-31 21:19:23,2024-10-31 21:27:00,2024-10-31 22:23:35,2024-10-31 21:03:40,2024-10-31 20:58:11,2024-10-31 21:11:40,2024-10-31 21:11:03,2024-10-31 21:18:40,2024-10-31 22:15:15,X2.0,X2,-24.0,18.0,-28.0,16.0,1.0,0.638,13878.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241031.png
FLARE0379,,,GOES/STIX,2024-11-04 15:38:00,2024-11-04 15:32:57,2024-11-04 15:41:00,2024-11-04 15:35:13,2024-11-04 15:45:00,2024-11-04 15:39:53,2024-11-04 15:38:00,2024-11-04 15:35:37,2024-11-04 15:41:00,2024-11-04 15:37:53,2024-11-04 15:45:00,2024-11-04 15:42:33,2024-11-04 15:29:40,2024-11-04 15:27:17,2024-11-04 15:32:40,2024-11-04 15:29:33,2024-11-04 15:36:40,2024-11-04 15:34:13,M5.5,M6,-38.0,-6.0,-38.0,-7.0,1.0,0.679,13883.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241104.png
FLARE0380,,,GOES/STIX,2024-11-06 08:48:00,2024-11-06 08:45:25,2024-11-06 08:50:00,2024-11-06 08:47:09,2024-11-06 08:54:00,2024-11-06 08:53:05,2024-11-06 08:48:00,2024-11-06 08:47:56,2024-11-06 08:50:00,2024-11-06 08:49:40,2024-11-06 08:54:00,2024-11-06 08:55:36,2024-11-06 08:39:40,2024-11-06 08:39:36,2024-11-06 08:41:40,2024-11-06 08:41:20,2024-11-06 08:45:40,2024-11-06 08:47:16,M5.8,M7,59.0,15.0,61.0,17.0,1.0,0.697,13887.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241106.png
FLARE0381,,,GOES/STIX,2024-11-06 13:24:00,2024-11-06 13:28:17,2024-11-06 13:40:00,2024-11-06 13:37:57,2024-11-06 13:46:00,2024-11-06 14:54:09,2024-11-06 13:24:00,2024-11-06 13:30:47,2024-11-06 13:40:00,2024-11-06 13:40:27,2024-11-06 13:46:00,2024-11-06 14:56:39,2024-11-06 13:15:40,2024-11-06 13:22:27,2024-11-06 13:31:40,2024-11-06 13:32:07,2024-11-06 13:37:40,2024-11-06 14:48:19,X2.3,X2,-14.0,-8.0,-14.0,-8.0,1.0,0.699,13883.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241106.png
FLARE0382,,,GOES,2024-11-06 14:27:00,,2024-11-06 14:38:00,,2024-11-06 14:45:00,,2024-11-06 14:27:00,,2024-11-06 14:38:00,,2024-11-06 14:45:00,,2024-11-06 14:18:40,,2024-11-06 14:29:40,,2024-11-06 14:36:40,,M5.3,,-89.0,-9.0,,,1.0,,13889.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241106.png
FLARE0383,,,GOES/STIX,2024-11-10 11:51:00,2024-11-10 11:53:53,2024-11-10 12:06:00,2024-11-10 12:03:29,2024-11-10 12:14:00,2024-11-10 13:00:53,2024-11-10 11:51:00,2024-11-10 11:56:05,2024-11-10 12:06:00,2024-11-10 12:05:41,2024-11-10 12:14:00,2024-11-10 13:03:05,2024-11-10 11:42:40,2024-11-10 11:47:45,2024-11-10 11:57:40,2024-11-10 11:57:21,2024-11-10 12:05:40,2024-11-10 12:54:45,M9.4,M9,-26.0,-8.0,-26.0,-9.0,1.0,0.737,13889.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241110.png
FLARE0384,,,GOES/STIX,2024-11-10 20:09:00,2024-11-10 20:12:53,2024-11-10 20:21:00,2024-11-10 20:18:09,2024-11-10 20:34:00,2024-11-10 20:43:53,2024-11-10 20:09:00,2024-11-10 20:15:03,2024-11-10 20:21:00,2024-11-10 20:20:19,2024-11-10 20:34:00,2024-11-10 20:46:03,2024-11-10 20:00:40,2024-11-10 20:06:43,2024-11-10 20:12:40,2024-11-10 20:11:59,2024-11-10 20:25:40,2024-11-10 20:37:43,M4.9,M6,-30.0,-12.0,-34.0,-11.0,1.0,0.74,13889.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241110.png
FLARE0385,,,GOES/STIX,2024-11-25 07:24:00,2024-11-25 07:28:25,2024-11-25 07:42:00,2024-11-25 07:38:09,2024-11-25 08:03:00,2024-11-25 08:47:01,2024-11-25 07:24:00,2024-11-25 07:29:40,2024-11-25 07:42:00,2024-11-25 07:39:24,2024-11-25 08:03:00,2024-11-25 08:48:16,2024-11-25 07:15:40,2024-11-25 07:21:20,2024-11-25 07:33:40,2024-11-25 07:31:04,2024-11-25 07:54:40,2024-11-25 08:39:56,M9.4,X1,-89.0,20.0,-90.0,19.0,1.0,0.85,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241125.png
FLARE0386,,,GOES/STIX,2024-12-08 08:23:00,2024-12-08 08:20:03,2024-12-08 08:32:00,2024-12-08 09:04:47,2024-12-08 08:50:00,2024-12-08 09:34:31,2024-12-08 08:23:00,2024-12-08 08:20:46,2024-12-08 08:32:00,2024-12-08 09:05:30,2024-12-08 08:50:00,2024-12-08 09:35:14,2024-12-08 08:14:40,2024-12-08 08:12:26,2024-12-08 08:23:40,2024-12-08 08:57:10,2024-12-08 08:41:40,2024-12-08 09:26:54,C3.2,X2,53.0,-9.0,56.0,-10.0,1.0,0.915,13912.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241208.png
FLARE0387,,,GOES,2024-12-08 08:50:00,,2024-12-08 09:06:00,,2024-12-08 09:10:00,,2024-12-08 08:50:00,,2024-12-08 09:06:00,,2024-12-08 09:10:00,,2024-12-08 08:41:40,,2024-12-08 08:57:40,,2024-12-08 09:01:40,,X2.2,,54.0,-8.0,,,1.0,,13912.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241208.png
FLARE0388,,,GOES/STIX,2024-12-10 06:22:00,2024-12-10 06:11:25,2024-12-10 06:31:00,2024-12-10 06:47:37,2024-12-10 06:36:00,2024-12-10 07:29:21,2024-12-10 06:22:00,2024-12-10 06:12:05,2024-12-10 06:31:00,2024-12-10 06:48:17,2024-12-10 06:36:00,2024-12-10 07:30:01,2024-12-10 06:13:40,2024-12-10 06:03:45,2024-12-10 06:22:40,2024-12-10 06:39:57,2024-12-10 06:27:40,2024-12-10 07:21:41,C5.3,M7,-76.0,-16.0,-75.0,-18.0,1.0,0.921,13922.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241210.png
FLARE0389,,,GOES,2024-12-11 15:32:00,,2024-12-11 15:49:00,,2024-12-11 15:56:00,,2024-12-11 15:32:00,,2024-12-11 15:49:00,,2024-12-11 15:56:00,,2024-12-11 15:23:40,,2024-12-11 15:40:40,,2024-12-11 15:47:40,,M6.7,,89.0,-8.0,,,1.0,,13912.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241211.png
FLARE0390,,,STIX,,2024-12-15 20:21:06,,2024-12-15 20:23:30,,2024-12-15 20:39:38,,2024-12-15 20:21:37,,2024-12-15 20:24:01,,2024-12-15 20:40:09,,2024-12-15 20:13:17,,2024-12-15 20:15:41,,2024-12-15 20:31:49,,M5,,,45.0,20.0,,0.937,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241215.png
FLARE0391,CME0228,,GOES/STIX,2024-12-19 15:27:00,2024-12-19 15:32:58,2024-12-19 15:34:00,2024-12-19 15:34:10,2024-12-19 15:39:00,2024-12-19 15:36:34,2024-12-19 15:27:00,2024-12-19 15:33:25,2024-12-19 15:34:00,2024-12-19 15:34:37,2024-12-19 15:39:00,2024-12-19 15:37:01,2024-12-19 15:18:40,2024-12-19 15:25:05,2024-12-19 15:25:40,2024-12-19 15:26:17,2024-12-19 15:30:40,2024-12-19 15:28:41,M3.8,M7,-81.0,-14.0,-80.0,-16.0,1.0,0.945,13928.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241219.png
FLARE0392,,,GOES/STIX,2024-12-20 11:15:00,2024-12-20 11:16:18,2024-12-20 11:18:00,2024-12-20 11:18:22,2024-12-20 11:22:00,2024-12-20 11:31:30,2024-12-20 11:15:00,2024-12-20 11:16:45,2024-12-20 11:18:00,2024-12-20 11:18:49,2024-12-20 11:22:00,2024-12-20 11:31:57,2024-12-20 11:06:40,2024-12-20 11:08:25,2024-12-20 11:09:40,2024-12-20 11:10:29,2024-12-20 11:13:40,2024-12-20 11:23:37,M2.5,M6,-68.0,-14.0,-68.0,-17.0,1.0,0.947,13928.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241220.png
FLARE0393,,,STIX,,2024-12-21 19:38:34,,2024-12-21 19:42:22,,2024-12-21 19:46:58,,2024-12-21 19:39:00,,2024-12-21 19:42:48,,2024-12-21 19:47:24,,2024-12-21 19:30:40,,2024-12-21 19:34:28,,2024-12-21 19:39:04,,M7,,,-92.0,22.0,,0.949,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241221.png
FLARE0394,,,GOES/STIX,2024-12-23 11:06:00,2024-12-23 11:06:54,2024-12-23 11:12:00,2024-12-23 11:11:02,2024-12-23 11:16:00,2024-12-23 11:18:46,2024-12-23 11:06:00,2024-12-23 11:07:18,2024-12-23 11:12:00,2024-12-23 11:11:26,2024-12-23 11:16:00,2024-12-23 11:19:10,2024-12-23 10:57:40,2024-12-23 10:58:58,2024-12-23 11:03:40,2024-12-23 11:03:06,2024-12-23 11:07:40,2024-12-23 11:10:50,M8.9,X1,-30.0,-18.0,-30.0,-20.0,1.0,0.951,13932.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241223.png
FLARE0395,,,STIX,,2024-12-23 23:32:10,,2024-12-24 00:18:30,,2024-12-24 00:29:02,,2024-12-23 23:32:34,,2024-12-24 00:18:54,,2024-12-24 00:29:26,,2024-12-23 23:24:14,,2024-12-24 00:10:34,,2024-12-24 00:21:06,,M6,,,-21.0,-18.0,,0.951,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241223.png
FLARE0396,,,GOES/STIX,2024-12-24 08:28:00,2024-12-24 08:28:50,2024-12-24 08:41:00,2024-12-24 08:40:30,2024-12-24 08:45:00,2024-12-24 08:55:14,2024-12-24 08:28:00,2024-12-24 08:29:14,2024-12-24 08:41:00,2024-12-24 08:40:54,2024-12-24 08:45:00,2024-12-24 08:55:38,2024-12-24 08:19:40,2024-12-24 08:20:54,2024-12-24 08:32:40,2024-12-24 08:32:34,2024-12-24 08:36:40,2024-12-24 08:47:18,M4.1,M6,-18.0,-19.0,-15.0,-18.0,1.0,0.952,13932.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20241224.png
